country,country_code,region,income_group,year,life_expectancy
Denmark,DNK,Europe & Central Asia,High income,2002,76.89512195
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2002,71.05180488
Algeria,DZA,Middle East & North Africa,Upper middle income,2002,71.01485366
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2002,73.492
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2002,68.95265854
Eritrea,ERI,Sub-Saharan Africa,Low income,2002,57.10282927
Spain,ESP,Europe & Central Asia,High income,2002,79.56829268
Estonia,EST,Europe & Central Asia,High income,2002,70.90487805
Ethiopia,ETH,Sub-Saharan Africa,Low income,2002,53.3482439
Finland,FIN,Europe & Central Asia,High income,2002,78.1195122
Fiji,FJI,East Asia & Pacific,Upper middle income,2002,67.96709756
France,FRA,Europe & Central Asia,High income,2002,79.26097561
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2002,67.50373171
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2002,59.00280488
United Kingdom,GBR,Europe & Central Asia,High income,2002,78.14390244
Georgia,GEO,Europe & Central Asia,Lower middle income,2002,72.21107317
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2002,57.42043902
Guinea,GIN,Sub-Saharan Africa,Low income,2002,51.37241463
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2002,56.5675122
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2002,51.76370732
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2002,52.68634146
Greece,GRC,Europe & Central Asia,High income,2002,78.64146342
Grenada,GRD,Latin America & Caribbean,Upper middle income,2002,70.69073171
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2002,68.66136585
Guyana,GUY,Latin America & Caribbean,Upper middle income,2002,65.23529268
Honduras,HND,Latin America & Caribbean,Lower middle income,2002,70.91104878
Croatia,HRV,Europe & Central Asia,Upper middle income,2002,74.71731707
Haiti,HTI,Latin America & Caribbean,Low income,2002,58.19936585
Hungary,HUN,Europe & Central Asia,High income,2002,72.34878049
Indonesia,IDN,East Asia & Pacific,Lower middle income,2002,66.6082439
India,IND,South Asia,Lower middle income,2002,63.39919512
Ireland,IRL,Europe & Central Asia,High income,2002,77.63414634
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2002,70.89843902
Iraq,IRQ,Middle East & North Africa,Upper middle income,2002,68.94202439
Iceland,ISL,Europe & Central Asia,High income,2002,80.50243902
Israel,ISR,Middle East & North Africa,High income,2002,79.45121951
Italy,ITA,Europe & Central Asia,High income,2002,80.22926829
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2002,72.67502439
Jordan,JOR,Middle East & North Africa,Lower middle income,2002,72.13248781
Japan,JPN,East Asia & Pacific,High income,2002,81.56341463
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2002,65.96829268
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2002,51.15965854
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2002,68.15609756
Cambodia,KHM,East Asia & Pacific,Lower middle income,2002,60.187
Kiribati,KIR,East Asia & Pacific,Lower middle income,2002,64.36441463
Kuwait,KWT,Middle East & North Africa,High income,2002,73.45312195
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2002,60.02182927
Lebanon,LBN,Middle East & North Africa,Upper middle income,2002,75.41465854
Liberia,LBR,Sub-Saharan Africa,Low income,2002,52.81080488
Libya,LBY,Middle East & North Africa,Upper middle income,2002,70.88553659
Sri Lanka,LKA,South Asia,Lower middle income,2002,72.61014634
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2002,44.54348781
Lithuania,LTU,Europe & Central Asia,High income,2002,71.76097561
Luxembourg,LUX,Europe & Central Asia,High income,2002,77.96585366
Latvia,LVA,Europe & Central Asia,High income,2002,70.96097561
Morocco,MAR,Middle East & North Africa,Lower middle income,2002,69.25641463
Monaco,MCO,Europe & Central Asia,High income,2002,
Madagascar,MDG,Sub-Saharan Africa,Low income,2002,59.69917073
Maldives,MDV,South Asia,Upper middle income,2002,71.92919512
Mexico,MEX,Latin America & Caribbean,Upper middle income,2002,74.74470732
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2002,
Mali,MLI,Sub-Saharan Africa,Low income,2002,50.09636585
Malta,MLT,Middle East & North Africa,High income,2002,78.73902439
Myanmar,MMR,East Asia & Pacific,Lower middle income,2002,62.70731707
Montenegro,MNE,Europe & Central Asia,Upper middle income,2002,73.23904878
Mongolia,MNG,East Asia & Pacific,Lower middle income,2002,63.84182927
Mozambique,MOZ,Sub-Saharan Africa,Low income,2002,49.43607317
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2002,60.20443902
Malawi,MWI,Sub-Saharan Africa,Low income,2002,45.04912195
Malaysia,MYS,East Asia & Pacific,Upper middle income,2002,73.20382927
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2002,54.10509756
Niger,NER,Sub-Saharan Africa,Low income,2002,52.02139024
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2002,47.21973171
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2002,70.58587805
Netherlands,NLD,Europe & Central Asia,High income,2002,78.29268293
Norway,NOR,Europe & Central Asia,High income,2002,78.98780488
Nepal,NPL,South Asia,Low income,2002,63.68680488
Nauru,NRU,East Asia & Pacific,Upper middle income,2002,
New Zealand,NZL,East Asia & Pacific,High income,2002,78.84634146
Oman,OMN,Middle East & North Africa,High income,2002,73.21331707
Pakistan,PAK,South Asia,Lower middle income,2002,63.2407561
Panama,PAN,Latin America & Caribbean,Upper middle income,2002,75.46268293
Peru,PER,Latin America & Caribbean,Upper middle income,2002,71.38387805
Philippines,PHL,East Asia & Pacific,Lower middle income,2002,66.92165854
Palau,PLW,East Asia & Pacific,High income,2002,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2002,59.50139024
Poland,POL,Europe & Central Asia,High income,2002,74.49756098
Portugal,PRT,Europe & Central Asia,High income,2002,77.06585366
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2002,70.59743902
Qatar,QAT,Middle East & North Africa,High income,2002,76.71331707
Romania,ROU,Europe & Central Asia,Upper middle income,2002,71.0097561
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2002,65.12878049
Rwanda,RWA,Sub-Saharan Africa,Low income,2002,50.60480488
Saudi Arabia,SAU,Middle East & North Africa,High income,2002,72.87146342
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2002,58.67556098
Senegal,SEN,Sub-Saharan Africa,Low income,2002,58.59617073
Singapore,SGP,East Asia & Pacific,High income,2002,78.55121951
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2002,64.06236585
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2002,40.64290244
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2002,69.29787805
San Marino,SMR,Europe & Central Asia,High income,2002,81.1195122
Somalia,SOM,Sub-Saharan Africa,Low income,2002,51.50185366
Serbia,SRB,Europe & Central Asia,Upper middle income,2002,72.28536585
South Sudan,SSD,Sub-Saharan Africa,Low income,2002,49.9932439
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2002,63.70185366
Suriname,SUR,Latin America & Caribbean,Upper middle income,2002,68.14397561
Slovenia,SVN,Europe & Central Asia,High income,2002,76.00731707
Sweden,SWE,Europe & Central Asia,High income,2002,79.84634146
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,2002,46.52331707
Seychelles,SYC,Sub-Saharan Africa,High income,2002,72.95365854
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2002,73.36063415
Chad,TCD,Sub-Saharan Africa,Low income,2002,47.61609756
Togo,TGO,Sub-Saharan Africa,Low income,2002,53.6732439
Thailand,THA,East Asia & Pacific,Upper middle income,2002,71.1182439
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2002,64.51090244
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2002,64.13760976
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2002,61.23763415
Tonga,TON,East Asia & Pacific,Upper middle income,2002,71.03668293
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2002,68.71043902
Tunisia,TUN,Middle East & North Africa,Lower middle income,2002,73.73514634
Turkey,TUR,Europe & Central Asia,Upper middle income,2002,71.08197561
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2002,
Uganda,UGA,Sub-Saharan Africa,Low income,2002,48.47558537
Ukraine,UKR,Europe & Central Asia,Lower middle income,2002,68.27560976
United States,USA,North America,High income,2002,76.93658537
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2002,67.10836585
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2002,72.77526829
Vietnam,VNM,East Asia & Pacific,Lower middle income,2002,73.57656098
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2002,68.29995122
Samoa,WSM,East Asia & Pacific,Upper middle income,2002,70.12841463
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,2002,60.888
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2002,53.44119512
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2002,45.30665854
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2002,40.67914634
Afghanistan,AFG,South Asia,Low income,2003,56.23529268
Angola,AGO,Sub-Saharan Africa,Lower middle income,2003,47.39317073
Albania,ALB,Europe & Central Asia,Upper middle income,2003,75.52329268
United Arab Emirates,ARE,Middle East & North Africa,High income,2003,75.21721951
Argentina,ARG,Latin America & Caribbean,Upper middle income,2003,74.34126829
Armenia,ARM,Europe & Central Asia,Lower middle income,2003,72.60958537
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2003,74.02178049
Australia,AUS,East Asia & Pacific,High income,2003,80.23902439
Austria,AUT,Europe & Central Asia,High income,2003,78.63170732
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2003,68.00368293
Burundi,BDI,Sub-Saharan Africa,Low income,2003,52.14531707
Belgium,BEL,Europe & Central Asia,High income,2003,78.12926829
Benin,BEN,Sub-Saharan Africa,Low income,2003,56.20807317
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2003,52.00807317
Bangladesh,BGD,South Asia,Lower middle income,2003,67.00014634
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2003,72.06585366
Bahrain,BHR,Middle East & North Africa,High income,2003,75.11770732
"Bahamas, The",BHS,Latin America & Caribbean,High income,2003,73.12729268
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2003,74.82436585
Belarus,BLR,Europe & Central Asia,Upper middle income,2003,68.55365854
Belize,BLZ,Latin America & Caribbean,Upper middle income,2003,68.69712195
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2003,62.39897561
Brazil,BRA,Latin America & Caribbean,Upper middle income,2003,71.20187805
Barbados,BRB,Latin America & Caribbean,High income,2003,73.70717073
Brunei Darussalam,BRN,East Asia & Pacific,High income,2003,75.84617073
Bhutan,BTN,South Asia,Lower middle income,2003,63.303
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2003,50.5245122
Central African Republic,CAF,Sub-Saharan Africa,Low income,2003,44.27780488
Canada,CAN,North America,High income,2003,79.83902439
Switzerland,CHE,Europe & Central Asia,High income,2003,80.53658537
Chile,CHL,Latin America & Caribbean,High income,2003,77.93297561
China,CHN,East Asia & Pacific,Upper middle income,2003,73.03312195
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2003,51.63904878
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2003,52.10678049
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2003,51.79421951
Colombia,COL,Latin America & Caribbean,Upper middle income,2003,71.77690244
Comoros,COM,Sub-Saharan Africa,Low income,2003,59.72080488
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2003,70.81326829
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2003,77.84046342
Cuba,CUB,Latin America & Caribbean,Upper middle income,2003,77.36395122
Cyprus,CYP,Europe & Central Asia,High income,2003,78.34585366
Czech Republic,CZE,Europe & Central Asia,High income,2003,75.17073171
Germany,DEU,Europe & Central Asia,High income,2003,78.38048781
Djibouti,DJI,Middle East & North Africa,Lower middle income,2003,57.41121951
Dominica,DMA,Latin America & Caribbean,Upper middle income,2003,
Denmark,DNK,Europe & Central Asia,High income,2003,77.14390244
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2003,71.26682927
Algeria,DZA,Middle East & North Africa,Upper middle income,2003,71.421
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2003,73.72780488
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2003,69.10943902
Eritrea,ERI,Sub-Saharan Africa,Low income,2003,57.60268293
Spain,ESP,Europe & Central Asia,High income,2003,79.6195122
Estonia,EST,Europe & Central Asia,High income,2003,71.31707317
Ethiopia,ETH,Sub-Saharan Africa,Low income,2003,54.21921951
Finland,FIN,Europe & Central Asia,High income,2003,78.36829268
Fiji,FJI,East Asia & Pacific,Upper middle income,2003,68.14314634
France,FRA,Europe & Central Asia,High income,2003,79.11463415
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2003,67.63514634
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2003,59.01907317
United Kingdom,GBR,Europe & Central Asia,High income,2003,78.44634146
Georgia,GEO,Europe & Central Asia,Lower middle income,2003,72.4902439
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2003,57.78517073
Guinea,GIN,Sub-Saharan Africa,Low income,2003,51.63514634
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2003,57.0422439
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2003,51.93678049
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2003,52.98968293
Greece,GRC,Europe & Central Asia,High income,2003,78.84146342
Grenada,GRD,Latin America & Caribbean,Upper middle income,2003,70.91602439
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2003,69.04119512
Guyana,GUY,Latin America & Caribbean,Upper middle income,2003,65.3577561
Honduras,HND,Latin America & Caribbean,Lower middle income,2003,71.10295122
Croatia,HRV,Europe & Central Asia,Upper middle income,2003,74.61390244
Haiti,HTI,Latin America & Caribbean,Low income,2003,58.4952439
Hungary,HUN,Europe & Central Asia,High income,2003,72.3
Indonesia,IDN,East Asia & Pacific,Lower middle income,2003,66.78880488
India,IND,South Asia,Lower middle income,2003,63.77453659
Ireland,IRL,Europe & Central Asia,High income,2003,78.13902439
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2003,71.25385366
Iraq,IRQ,Middle East & North Africa,Upper middle income,2003,68.75731707
Iceland,ISL,Europe & Central Asia,High income,2003,80.96341463
Israel,ISR,Middle East & North Africa,High income,2003,79.64878049
Italy,ITA,Europe & Central Asia,High income,2003,79.98292683
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2003,72.90292683
Jordan,JOR,Middle East & North Africa,Lower middle income,2003,72.30460976
Japan,JPN,East Asia & Pacific,High income,2003,81.76
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2003,65.86585366
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2003,51.74870732
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2003,68.25609756
Cambodia,KHM,East Asia & Pacific,Lower middle income,2003,61.13758537
Kiribati,KIR,East Asia & Pacific,Lower middle income,2003,64.52714634
Kuwait,KWT,Middle East & North Africa,High income,2003,73.51807317
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2003,60.59639024
Lebanon,LBN,Middle East & North Africa,Upper middle income,2003,75.90331707
Liberia,LBR,Sub-Saharan Africa,Low income,2003,53.32865854
Libya,LBY,Middle East & North Africa,Upper middle income,2003,71.07434146
Sri Lanka,LKA,South Asia,Lower middle income,2003,73.22231707
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2003,43.8247561
Lithuania,LTU,Europe & Central Asia,High income,2003,72.06097561
Luxembourg,LUX,Europe & Central Asia,High income,2003,77.72682927
Latvia,LVA,Europe & Central Asia,High income,2003,71.26585366
Morocco,MAR,Middle East & North Africa,Lower middle income,2003,69.64536585
Monaco,MCO,Europe & Central Asia,High income,2003,
Madagascar,MDG,Sub-Saharan Africa,Low income,2003,60.2355122
Maldives,MDV,South Asia,Upper middle income,2003,72.80734146
Mexico,MEX,Latin America & Caribbean,Upper middle income,2003,74.9375122
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2003,
Mali,MLI,Sub-Saharan Africa,Low income,2003,50.85980488
Malta,MLT,Middle East & North Africa,High income,2003,78.54634146
Myanmar,MMR,East Asia & Pacific,Lower middle income,2003,63.00207317
Montenegro,MNE,Europe & Central Asia,Upper middle income,2003,73.32117073
Mongolia,MNG,East Asia & Pacific,Lower middle income,2003,64.29626829
Mozambique,MOZ,Sub-Saharan Africa,Low income,2003,49.81158537
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2003,60.32543902
